ID,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain
1517,Single,30822,1,0,92,3,9,13,2,12,12,1,1,0,3,7,0
2098,Married,33581,2,0,38,11,0,5,0,0,1,1,1,0,2,8,0
9543,Married,19986,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0
3310,Married,35688,2,1,94,73,3,90,12,1,32,7,4,1,4,8,0
2724,Single,36143,1,0,33,12,0,1,0,0,6,1,0,1,2,3,0
948,Single,10245,1,0,32,4,7,7,6,4,13,3,1,2,2,5,0
6720,Together,43795,0,1,11,314,11,53,4,3,107,3,7,3,4,7,0
6202,Together,63381,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0
2066,Together,38823,0,1,56,70,0,11,2,8,23,1,2,1,3,6,0
9799,Divorced,83664,1,1,57,866,21,151,28,21,86,3,2,2,12,5,0
8318,Together,90300,0,0,7,594,134,786,33,134,57,0,5,6,8,1,0
5642,Together,62499,1,0,0,140,4,61,0,13,4,2,3,1,6,4,0
2669,Single,74293,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0
455,Married,51012,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0
7683,Married,70777,0,1,80,554,35,113,0,7,78,3,5,3,12,3,0
3428,Together,68682,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0
7414,Married,43824,1,1,18,96,1,42,12,3,32,4,3,1,4,8,0
6354,Together,15345,1,0,51,5,2,16,3,2,19,2,1,1,2,8,0
798,Single,23442,1,0,71,2,0,6,8,6,5,1,1,0,3,7,0
8213,Together,14515,1,0,71,6,4,9,6,36,35,4,2,2,3,7,0
2488,Divorced,31395,1,1,80,23,1,25,0,8,7,4,2,1,3,6,0
9999,Together,75276,0,0,2,610,105,125,137,42,21,1,9,4,9,5,0
7617,Single,42373,1,1,83,67,5,61,3,8,19,5,2,1,5,5,0
615,Together,30507,0,0,29,65,36,74,38,20,110,1,5,1,4,7,0
2552,Single,55521,1,2,11,416,0,26,0,0,4,9,6,3,6,7,0
194,Married,48006,1,1,55,23,0,11,3,2,2,1,1,0,3,6,0
3645,Single,27213,1,0,19,19,3,26,10,9,3,3,2,0,4,8,0
8890,Divorced,65808,1,1,1,155,7,80,13,7,10,3,5,1,5,6,0
5049,Together,30351,1,0,19,14,0,24,3,3,2,1,3,0,2,9,0
9973,Married,50437,0,2,28,370,9,92,6,9,4,3,7,1,8,7,0
7301,Single,23616,1,0,76,4,22,11,3,7,32,2,3,0,3,8,0
10882,Married,53858,0,1,50,407,53,221,58,150,26,4,4,3,6,4,0
7030,Married,66465,0,1,1,1200,0,204,38,29,14,3,11,9,12,6,0
7422,Single,46923,1,0,90,85,44,54,102,78,6,3,5,1,7,7,0
3523,Together,75072,0,1,83,583,34,309,0,22,125,2,5,4,8,3,0
7106,Married,75865,0,0,73,483,0,591,156,0,12,1,3,5,10,1,0
6504,Together,19789,1,0,24,2,5,9,28,6,28,3,2,1,3,5,0
5067,Together,80134,0,0,11,966,26,282,52,26,26,1,2,7,11,5,0
4216,Single,91065,0,0,33,822,114,108,179,137,114,1,7,9,9,3,0
8581,Married,49505,1,1,4,604,0,100,19,0,28,9,10,2,8,8,0
5929,Married,37401,1,0,14,19,3,19,3,1,3,2,2,0,3,7,0
3129,Married,30096,1,0,30,5,3,11,12,5,9,1,2,0,3,6,0
6528,Together,18492,1,0,75,2,2,2,2,1,1,1,1,0,2,8,0
1361,Married,82584,0,0,26,1076,68,103,29,91,68,1,3,4,8,1,0
6932,Married,93027,0,0,77,1285,42,716,55,0,21,0,7,10,5,2,0
7284,Married,48686,1,2,8,10,0,7,2,0,1,1,1,0,2,8,0
1340,Married,92910,0,0,42,551,137,792,179,103,33,1,6,7,13,1,0
8746,Married,75433,1,0,28,800,0,297,0,34,57,2,2,5,10,6,0
5987,Together,10404,1,0,52,2,2,11,10,6,12,2,1,0,4,5,0
3767,Married,61314,0,1,1,378,0,189,97,172,172,2,5,5,12,3,0
3725,Single,84865,0,0,1,1248,16,349,43,16,16,1,2,4,9,4,0
4324,Married,42387,1,0,42,235,0,235,19,4,191,5,8,1,7,8,0
6694,Married,75236,0,1,27,438,66,400,12,38,114,1,8,3,13,4,0
498,Single,30015,1,0,28,25,0,22,2,3,5,2,1,0,4,5,0
9347,Together,50943,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0
9699,Divorced,67272,0,1,12,357,35,271,28,28,14,3,6,2,12,5,0
5455,Married,32011,1,0,89,99,0,15,2,1,5,3,2,1,4,7,0
456,Married,7500,1,0,96,1,11,5,4,6,9,2,2,0,3,8,0
5012,Married,28691,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0
7495,Married,56223,0,1,72,77,28,31,16,0,4,2,2,1,5,4,0
5029,Married,18100,0,0,14,3,1,2,4,3,1,1,0,0,3,5,0
10642,Single,30279,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0
2106,Married,20130,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0
10364,Divorced,23295,0,0,72,0,0,1,2,12,5,1,1,0,2,8,0
5954,Divorced,42618,1,0,92,76,14,74,13,5,10,2,5,0,4,8,0
1137,Single,81246,0,0,87,398,190,537,61,156,37,1,4,5,7,1,0
2541,Married,24027,1,0,7,14,7,11,11,0,5,2,2,0,3,8,0
1142,Married,55707,0,1,91,208,7,82,30,66,35,2,3,2,9,3,0
2276,Single,57959,0,1,71,430,16,322,43,24,33,5,4,7,11,3,0
2807,Married,56796,0,1,24,656,38,161,62,47,37,3,8,9,7,7,0
6471,Single,36230,1,0,17,14,2,30,8,2,3,1,2,0,4,5,0
6131,Married,70829,1,1,87,141,70,106,72,19,23,2,4,2,8,3,0
6233,Married,65991,0,1,21,507,19,364,25,47,9,3,9,5,10,7,0
4148,Married,38988,1,2,90,164,24,103,12,3,42,7,5,1,6,8,0
4947,Single,89572,0,0,44,606,24,974,197,194,64,1,7,7,9,4,0
3225,Married,42207,1,0,71,116,11,72,3,17,46,4,4,1,5,6,0
7540,Married,50300,0,1,52,143,15,60,24,23,5,2,2,1,8,2,0
10648,Together,66664,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0
1992,Married,60597,0,1,2,522,0,257,32,16,66,4,2,2,8,7,0
7059,Married,80124,0,0,47,483,84,398,205,84,241,1,3,7,8,1,0
2815,Married,33183,1,0,46,7,5,39,17,15,37,2,4,0,3,7,0
2416,Single,66582,0,0,83,789,25,420,16,38,0,1,2,8,9,1,0
7999,Together,75261,0,0,17,1239,17,413,23,34,17,1,5,6,5,2,0
9697,Married,53790,0,2,86,335,42,127,28,5,5,3,7,2,8,6,0
3916,Together,49269,1,0,92,639,8,166,11,8,58,3,7,3,12,7,0
2021,Married,61456,0,1,47,563,76,384,84,192,89,4,6,10,13,4,0
1581,Married,37406,1,0,18,2,0,8,2,2,3,1,1,0,2,8,0
564,Together,56937,1,0,81,746,8,125,11,8,8,7,8,6,9,6,0
6619,Married,38415,1,1,91,22,1,13,4,0,4,2,1,0,3,7,0
9081,Single,20518,1,0,58,4,1,6,4,1,9,1,1,1,2,5,0
178,Married,62503,0,1,40,478,0,193,110,75,117,4,8,3,11,5,0
916,Single,41644,1,1,67,20,3,4,2,0,2,2,1,0,3,3,0
5512,Married,55842,0,1,19,451,0,39,0,4,24,1,7,1,8,5,0
8970,Married,62010,0,1,93,371,22,39,6,0,92,4,6,2,7,5,0
10581,Married,41124,1,0,41,281,7,84,15,0,119,7,7,3,4,8,0
5300,Married,38961,1,0,60,19,7,19,0,1,24,1,2,1,2,7,0
5154,Divorced,37760,1,0,54,26,3,13,2,10,0,1,2,0,3,6,0
8346,Single,32233,1,0,26,138,15,35,25,11,72,2,6,2,2,9,0
1676,Married,43057,0,1,30,213,2,44,0,2,5,4,4,2,5,5,0
9286,Together,83151,0,0,93,407,28,100,120,74,18,1,5,9,4,3,0
2426,Divorced,78825,0,0,35,483,74,114,169,37,18,1,5,10,13,3,0
5172,Together,65104,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0
5562,Married,60093,0,1,92,502,12,109,16,6,90,2,7,2,10,6,0
3436,Married,14045,1,0,24,11,0,5,2,1,1,1,1,0,3,7,0
3403,Together,78952,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0
22,Divorced,46310,1,0,99,185,2,88,15,5,14,2,6,1,5,8,0
10965,Together,76005,0,0,72,983,20,389,240,50,40,1,3,5,13,6,0
9426,Single,58308,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0
6605,Divorced,55614,0,0,85,504,13,131,8,0,26,1,9,4,6,7,0
3136,Divorced,59432,0,1,88,317,25,265,25,19,12,3,5,3,11,5,0
8737,Divorced,55563,0,1,22,29,1,9,2,0,2,1,2,0,3,3,0
11088,Together,78642,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,0
716,Together,67911,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0
466,Married,65275,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0
9135,Together,27203,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0
10623,Together,48330,0,1,2,28,0,4,0,0,0,1,1,0,3,5,0
8151,Married,24279,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0
5140,Married,64355,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0
10160,Together,50943,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0
10584,Married,65665,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0
6071,Single,81217,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0
3386,Married,34935,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0
8939,Divorced,61250,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0
9925,Together,39665,1,0,97,127,1,56,0,1,31,3,4,2,3,7,0
4320,Single,60152,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0
5389,Married,48920,0,2,93,238,17,68,8,10,6,3,6,2,5,7,0
6036,Together,89120,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0
182,Together,44124,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0
203,Single,81169,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0
11025,Married,36443,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0
10203,Single,26095,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0
4607,Together,71367,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0
3711,Married,80184,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0
3696,Divorced,30630,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0
2532,Single,73454,0,0,95,982,73,351,56,14,175,1,2,4,6,5,0
9214,Married,42691,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0
4943,Married,70503,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0
35,Married,25545,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0
2258,Married,32880,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0
4322,Together,77863,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0
713,Married,50353,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0
4702,Single,61839,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0
3281,Married,49154,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0
2004,Single,72679,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0
4769,Together,57954,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0
4437,Married,65316,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0
8724,Single,28567,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0
10741,Together,47352,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0
1991,Together,44931,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0
6931,Divorced,76982,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0
11096,Together,57247,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0
304,Single,22944,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0
3665,Together,25315,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0
5036,Single,42710,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0
5547,Married,84169,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0
7822,Together,54058,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0
8541,Married,24683,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0
4368,Married,47850,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0
9671,Married,19514,1,1,47,14,3,21,2,1,28,4,3,1,2,8,0
2256,Married,27159,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0
4279,Single,39548,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0
5371,Single,21474,1,0,0,6,16,24,11,0,34,2,3,1,2,7,0
9240,Single,60504,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0
9460,Married,22419,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0
9504,Married,81698,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0
8692,Together,43462,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0
448,Single,54880,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0
8314,Married,79908,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0
8420,Married,15315,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0
3174,Together,87771,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0
7685,Married,33039,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0
3179,Single,81741,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0
9780,Together,71499,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0
10681,Married,62466,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0
10232,Divorced,48799,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0
4184,Together,52157,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0
9120,Single,66565,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0
891,Together,29298,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0
10381,Single,47691,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0
3525,Together,38200,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0
6818,Married,44989,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0
3526,Married,38443,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0
8181,Single,38593,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0
1029,Together,64413,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0
7369,Married,36959,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0
2574,Married,61996,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0
8159,Married,51287,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0
1160,Married,13260,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0
10242,Together,47472,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0
5253,Together,54603,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0
5966,Married,45207,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0
5314,Together,40689,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0
5081,Together,47821,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0
5123,Married,27450,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0
5756,Together,39453,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0
8036,Together,26850,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0
5057,Married,61794,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0
254,Together,53863,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0
4179,Together,24221,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0
3710,Single,39684,1,0,41,19,0,35,6,4,17,2,2,1,2,7,1
7627,Married,92163,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0
4501,Single,69882,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0
6424,Together,33178,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0
3075,Married,59973,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0
4992,Together,17459,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0
5252,Divorced,23910,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0
7444,Married,42169,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0
6919,Married,26224,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0
3537,Together,31089,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0
10277,Single,30081,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0
2453,Together,62807,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0
7972,Single,72906,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0
895,Married,61467,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0
1177,Together,49618,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0
7141,Single,21888,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0
8477,Divorced,26150,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0
2457,Married,30801,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0
988,Married,81168,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0
7930,Single,26877,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0
6682,Married,18978,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0
6222,Married,22574,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0
10299,Single,48240,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0
3083,Married,45837,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0
8953,Single,35791,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0
10862,Married,30522,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0
2782,Married,54456,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0
6941,Single,31632,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0
10708,Single,36975,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0
6583,Married,72635,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0
3641,Married,13624,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0
10156,Single,84196,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0
4299,Together,70971,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0
3469,Divorced,34487,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0
5063,Single,28769,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0
10727,Married,69084,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0
9624,Together,65488,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0
5156,Married,62466,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0
4376,Single,32218,0,0,27,10,24,15,13,1,30,1,2,1,3,7,0
8923,Single,83917,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0
8461,Divorced,46102,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0
6945,Single,84574,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0
944,Married,56181,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0
1907,Divorced,63120,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0
701,Married,73691,0,1,58,707,21,250,85,43,73,2,6,2,8,2,0
3856,Together,63381,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0
4149,Together,76140,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0
2131,Divorced,62859,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0
2942,Single,45906,0,1,20,305,3,27,4,3,144,2,5,4,4,5,0
1173,Together,77632,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0
4381,Married,46463,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0
4611,Together,105471,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0
3376,Divorced,55282,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0
4679,Married,78710,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0
10928,Together,66886,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0
4248,Single,98777,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0
6728,Together,29103,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0
6661,Married,67445,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0
4725,Together,50616,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0
3277,Divorced,49431,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0
2564,Together,61278,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0
946,Together,26490,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0
3867,Together,73059,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0
6940,Single,46734,1,2,86,100,1,39,6,1,76,4,3,2,3,6,0
55,Together,56253,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0
7093,Married,19986,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0
1777,Married,25965,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0
8162,Together,14661,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0
10826,Married,18690,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0
8754,Together,45068,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0
1987,Single,21063,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0
11007,Married,29187,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0
7426,Married,54690,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0
9153,Married,59304,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0
10379,Single,59247,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0
3197,Married,77353,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0
2920,Single,52614,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0
6961,Married,26751,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0
4673,Married,81300,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0
9937,Single,70337,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0
8779,Married,36145,1,0,13,56,4,76,17,1,18,4,4,1,3,9,0
9596,Single,65295,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0
2891,Divorced,68118,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0
4910,Divorced,68743,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0
75,Together,41039,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0
10120,Together,38946,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0
6327,Together,65777,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0
10142,Divorced,66476,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0
9826,Single,86857,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0
10767,Together,77845,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0
7279,Together,69476,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0
7230,Divorced,50611,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0
143,Single,61209,0,0,73,466,0,224,119,49,99,1,5,3,4,2,0
450,Together,42315,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0
9316,Together,13084,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0
9239,Married,61923,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0
8315,Single,34824,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0
2868,Single,26518,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0
10888,Single,45938,0,0,46,273,11,178,62,83,29,2,8,4,6,6,0
1277,Together,78468,0,0,29,434,22,388,104,22,34,1,10,7,10,4,0
9977,Divorced,78901,0,1,99,321,11,309,33,26,34,3,9,3,5,4,0
10196,Married,71427,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0
6384,Divorced,71022,0,1,30,909,12,278,0,12,242,3,5,2,11,8,0
8029,Single,90247,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0
968,Divorced,41335,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0
6988,Married,71952,1,0,93,656,80,455,52,107,93,2,8,4,8,4,0
4472,Divorced,35682,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0
6991,Divorced,43185,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0
3336,Together,66375,0,1,96,712,0,45,0,0,191,3,2,4,5,7,0
4301,Married,35178,1,0,10,23,1,13,2,2,18,1,1,1,2,7,0
1940,Married,25252,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0
1272,Single,55250,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0
1388,Single,33249,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0
1044,Together,58398,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0
6969,Together,50272,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0
10479,Married,76618,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0
3619,Divorced,87305,0,0,19,345,25,501,63,138,80,1,5,3,8,2,0
1715,Together,25851,1,0,45,9,4,18,7,5,5,2,2,0,3,7,0
10159,Divorced,58710,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0
1463,Single,45160,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0
5114,Married,74806,0,1,1,670,9,249,0,28,9,2,5,4,5,4,0
4990,Married,59111,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0
4329,Married,18988,1,0,43,6,0,6,2,1,1,2,1,0,3,7,0
10936,Married,72190,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0
4692,Married,7500,1,0,19,7,0,12,13,7,32,5,4,1,2,9,0
7212,Married,44794,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0
6086,Married,80395,0,0,62,445,25,706,80,76,48,1,6,5,12,2,0
437,Divorced,75012,0,0,41,294,142,218,164,58,151,1,3,8,11,1,0
11171,Married,56962,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0
11101,Together,89891,0,0,17,412,22,132,59,28,183,1,11,6,8,4,0
5329,Divorced,35946,1,1,24,8,0,3,0,0,0,1,0,0,3,5,0
610,Together,53593,1,1,60,349,4,78,6,0,43,8,7,2,6,8,0
9384,Married,66373,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0
5956,Divorced,45072,1,2,74,144,2,99,7,2,30,5,6,1,4,8,0
10430,Divorced,89694,1,1,22,1126,28,211,37,28,42,3,4,3,4,5,0
7875,Married,72025,0,0,46,967,0,617,43,50,0,1,4,8,13,2,0
7072,Married,67432,0,1,69,432,79,341,177,136,170,2,8,5,4,4,0
6255,Together,70545,0,1,29,138,39,63,55,18,21,1,4,1,7,2,0
6516,Married,17487,1,0,37,0,0,1,7,4,6,1,1,0,2,7,0
5564,Together,62882,0,1,26,509,133,497,78,24,97,2,7,5,6,4,0
5682,Single,64108,0,1,8,948,10,86,13,21,21,4,6,9,11,5,0
7458,Together,34941,1,1,26,39,2,25,4,3,24,2,3,0,3,8,0
5237,Single,48767,1,2,79,28,1,21,3,0,10,3,2,1,3,5,0
7761,Together,38702,1,0,71,13,11,24,13,8,40,2,3,0,4,6,0
5278,Married,82224,0,0,83,307,26,360,138,31,40,1,6,9,5,3,0
3560,Together,83844,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0
7235,Married,17003,1,0,37,2,5,12,4,8,7,3,2,0,4,5,0
10548,Single,71163,0,0,30,283,17,372,138,106,44,1,3,8,12,1,0
2281,Single,33697,1,0,34,4,3,7,0,3,11,1,1,0,2,7,0
4073,Married,63564,0,0,0,769,80,252,15,34,65,1,10,10,7,6,0
6974,Together,83443,0,0,89,518,42,742,55,56,84,1,6,10,5,2,0
7938,Together,51518,0,1,92,350,8,66,17,4,4,2,3,2,10,3,0
3667,Married,80952,0,0,20,778,178,689,41,27,44,1,8,5,11,8,0
7723,Together,75507,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0
