item_id,asin,brand,rating,totalReviews,price,originalPrice
i0474,B07JML1XPT,Samsung,4.1,14,499.98,0
i0475,B07JMPGNHK,Xiaomi,4.5,242,194.99,249.99
i0476,B07JNKYBZ4,HUAWEI,4.5,85,186.9,195.96
i0477,B07JQXJ3JK,Samsung,5,2,380.4,0
i0478,B07JVDQP47,Google,3.8,63,464,799.99
i0479,B07JYRK4HX,Samsung,3.2,16,240,0
i0480,B07JZRFHTP,Samsung,4.2,11,344.99,0
i0481,B07JZRL7N5,Samsung,3.9,84,333.48,0
i0482,B07K1M36CM,HUAWEI,4.6,153,459.99,0
i0483,B07K2FZYKV,Samsung,4,54,209.99,0
i0484,B07K3X5JTP,Google,4.5,118,588.53,899
i0485,B07K4TRTDV,Samsung,3.3,15,278.99,0
i0486,B07K4V3364,Samsung,3.4,184,0,0
i0487,B07K64PTLP,Xiaomi,4,26,293.99,0
i0488,B07K76LBLZ,OnePlus,4.2,86,599.99,0
i0489,B07KB6S8YP,Samsung,4.2,57,409.99,0
i0490,B07KCQHWTN,Samsung,4.5,9,0,0
i0491,B07KFNRQ5S,Apple,4.1,230,664.99,0
i0492,B07KJHCQCV,Google,3.1,6,158,174
i0493,B07KJM21TB,Samsung,3.6,38,110,0
i0494,B07KKL5KGG,Apple,3.9,198,574.99,0
i0495,B07KQFRLDV,Samsung,3.7,14,456.7,0
i0496,B07KSFL2K5,Samsung,4.3,21,333,359.99
i0497,B07KX1L519,Samsung,4.1,125,299.5,0
i0498,B07L543G3M,Samsung,4.1,137,109,129.99
i0499,B07L5T18L5,Samsung,3.8,3,344.95,0
i0500,B07L6RCH5W,Google,1.4,2,310.99,0
i0501,B07L78G3D2,Nokia,2.7,12,79,0
i0502,B07L8FP7RH,Samsung,3.2,3,94.99,0
i0503,B07LBPP4J9,Nokia,3.4,40,0,0
i0504,B07LDS3WDR,Samsung,4.7,6,0,0
i0505,B07M94R4GF,Samsung,3.6,34,115,0
i0506,B07MF3JM4T,Motorola,4.1,199,162.72,0
i0507,B07MF3Y8Y5,Motorola,4.1,73,100.96,107.99
i0508,B07MGKGHGP,Samsung,3.8,54,104.99,0
i0509,B07MN8QTK1,Motorola,4.2,67,134,0
i0510,B07MNZWW37,HUAWEI,4.5,2,489.99,0
i0511,B07MY7XPNZ,Motorola,4.1,15,53.92,0
i0512,B07MZ2TRTC,Sony,3.5,94,327.99,429.99
i0513,B07N11SM58,Nokia,3.8,61,499.99,699
i0514,B07N4M412B,Samsung,4.2,346,649.99,899.99
i0515,B07N6MRRKH,Nokia,3.9,7,59.99,0
i0516,B07N6N7JP3,Xiaomi,4.3,79,0,0
i0517,B07N7SC1HK,Motorola,5,1,0,0
i0518,B07N91S9MW,Motorola,4.1,361,179.99,299.99
i0519,B07N9LN3RC,Motorola,3.1,10,129.99,199.99
i0520,B07N9M9FX4,Motorola,4.1,66,0,0
i0521,B07NC3N3Z8,Samsung,4.3,16,665,0
i0522,B07ND4ZN2X,Google,4.6,5,429,0
i0523,B07NGDHMKL,HUAWEI,4.2,21,239.99,0
i0524,B07NLHLC88,Google,3.8,6,307.88,329.99
i0525,B07NLMCDN4,Samsung,1,1,469,0
i0526,B07NP2Y82Q,Motorola,4.1,125,202.99,0
i0527,B07NP6R2RG,Motorola,4,108,153.99,179.99
i0528,B07NPRQYP1,Motorola,4,455,165,299.99
i0529,B07NQNK5F4,Samsung,3.8,9,374.95,0
i0530,B07NQR37VR,Samsung,1,1,0,0
i0531,B07NRCRFVJ,Samsung,5,1,399.99,0
i0532,B07NVWSTHP,Motorola,5,2,149.99,0
i0533,B07NWKP41X,Samsung,4.4,40,837,0
i0534,B07NWM7V9M,Samsung,4,8,568.99,0
i0535,B07NY3D1NM,Samsung,5,1,0,0
i0536,B07NYBD9DW,Motorola,4.2,45,278.99,419.99
i0537,B07NYBSX9V,Samsung,3.9,10,643.98,799.99
i0538,B07NZVM3RN,Samsung,4.5,213,541.98,0
i0539,B07NZX5BKH,Samsung,4.3,193,739.99,0
i0540,B07NZXXZB2,Samsung,4.4,300,669.99,673.89
i0541,B07P2H2GZ8,Samsung,4.5,12,702.97,849.99
i0542,B07P6RLBT7,Samsung,5,1,1,0
i0543,B07P6Y8L3F,Apple,4.4,1,499.99,0
i0544,B07P8MQHSH,Google,4,157,446.61,799
i0545,B07PB3WV54,Samsung,4,189,429.99,0
i0546,B07PB5BXMZ,Samsung,5,3,709.97,0
i0547,B07PB77Z4J,Samsung,4,189,429.99,0
i0548,B07PHFW8LV,Samsung,4.4,9,668.95,0
i0549,B07PHQ7FBP,Sony,4.5,70,748,949.99
i0550,B07PKVLDHP,HUAWEI,4,24,128.97,0
i0551,B07PQSYGKB,OnePlus,4.3,52,329.95,0
i0552,B07PR1Z2BF,Motorola,3.7,33,174.5,0
i0553,B07PRSPD3Q,Nokia,3.3,16,149,0
i0554,B07PSHDTFN,Samsung,3.6,6,85,0
i0555,B07PV7LN4X,Samsung,4.2,352,215,0
i0556,B07PW9XW1G,HUAWEI,3.4,3,79.99,0
i0557,B07PXV5GXJ,Xiaomi,4.4,67,152.5,0
i0558,B07PY52GVP,Xiaomi,4.4,630,167,0
i0559,B07PZZLR4D,Motorola,4,16,153,0
i0560,B07Q26V49K,Xiaomi,4.5,471,166,299.99
i0561,B07Q2WPMNB,HUAWEI,4.2,38,686.99,0
i0562,B07Q2X19LG,HUAWEI,4.5,115,513.99,749.99
i0563,B07Q3T41M4,Xiaomi,4.5,29,180,0
i0564,B07Q6VQ147,Apple,3.6,4,216.89,0
i0565,B07Q6ZNJNT,Samsung,4.2,411,167.5,0
i0566,B07Q6ZZ4S1,Xiaomi,4.3,272,186,0
i0567,B07Q84DPZH,Samsung,4.1,874,0,0
i0568,B07Q88NYCW,Xiaomi,4.4,40,149.5,0
i0569,B07Q8BY2Q8,Samsung,3.3,4,124.95,0
i0570,B07QB8QYYZ,Xiaomi,4.4,71,264.99,0
i0571,B07QB9HMLF,Samsung,4.3,10,412.95,0
i0572,B07QBJZ34C,Motorola,2.9,13,83.99,89.99
i0573,B07QC4R451,Samsung,4,65,159,0
i0574,B07QCCW5KB,Xiaomi,4.4,146,149,0
i0575,B07QCQ9JRH,Samsung,4.1,32,149.99,199.99
i0576,B07QCXPP71,Xiaomi,4.5,35,152.49,0
i0577,B07QD67Z1Y,Samsung,3.7,28,279.99,0
i0578,B07QFS3L4G,Samsung,4.1,29,195,0
i0579,B07QGG4654,Samsung,4.3,80,398,0
i0580,B07QJ7S66P,HUAWEI,4.3,12,519.99,0
i0581,B07QK32C8M,Xiaomi,4.1,229,176.94,0
i0582,B07QKPPM6X,Samsung,4,8,99.58,0
i0583,B07QP7WZ1T,Motorola,4.3,84,175,0
i0584,B07QP9CSFT,Motorola,3.7,22,147.98,0
i0585,B07QP9R469,Samsung,3.7,39,351.87,449.99
i0586,B07QP9ZMQH,Samsung,4.2,4,274,0
i0587,B07QPTGJP5,Samsung,3.5,42,278.99,0
i0588,B07QQYHSR5,Samsung,4.2,706,299.5,349.99
i0589,B07QTLB1D9,Nokia,3.3,24,159,189
i0590,B07QWNFKFF,Motorola,3,7,129,0
i0591,B07QY39QBP,HUAWEI,4.6,3,238.99,0
i0592,B07QZH7KB9,HUAWEI,5,2,149.99,0
i0593,B07R4PP7FF,Xiaomi,4.5,84,334.9,0
i0594,B07R57VRJ7,Samsung,5,1,350,0
i0595,B07R5ZYR77,Xiaomi,4.7,56,387,0
i0596,B07R7DY911,Google,4.3,1,347.99,399
i0597,B07RB78W37,Motorola,3.7,60,399.99,499.99
i0598,B07RCXCPV5,OnePlus,4.4,49,0,0
i0599,B07RDMLR4V,Apple,4.1,230,651.58,0
i0600,B07RFCVTK1,Motorola,4,1,199.99,0
i0601,B07RG85WY6,Motorola,2.9,14,99.99,149.99
i0602,B07RJ16QXJ,Motorola,2.9,4,179.99,0
i0603,B07RJZH9N2,Samsung,4.1,21,0,0
i0604,B07RKYQSRB,Apple,4.2,13,619.99,0
i0605,B07RL93F7T,Samsung,3.8,18,264.98,0
i0606,B07RM6QYWC,Samsung,3.9,28,399,0
i0607,B07RSSVMH8,Motorola,1,1,121.08,189.99
i0608,B07RSYRG3R,Motorola,3.7,10,0,0
i0609,B07RT1X4FJ,Apple,3.9,198,573.77,0
i0610,B07RWFC6NY,Samsung,4.4,586,334.99,354.5
i0611,B07RZ8QFV1,Samsung,4.5,9,0,0
i0612,B07S41W46Y,HUAWEI,4.4,18,268,0
i0613,B07S4755CM,OnePlus,4.5,28,645,687.9
i0614,B07S95SLP6,Samsung,5,1,0,0
i0615,B07SB1S9TL,Samsung,4,55,197,0
i0616,B07SBJPYLW,Motorola,4.3,56,240,270
i0617,B07SCJNSRT,Samsung,4.2,100,149.98,0
i0618,B07SD888PR,Samsung,4.2,15,159.9,0
i0619,B07SFZ88SY,Samsung,3.8,4,408.95,0
i0620,B07SMBJX7X,Motorola,5,5,64.57,0
i0621,B07SQB46KY,Samsung,3.3,15,459.95,0
i0622,B07SRD34FJ,Samsung,3,1,594.98,0
i0623,B07SRD6SVX,Samsung,3.3,15,458.95,0
i0624,B07SS3KS2L,Motorola,1,1,399.99,0
i0625,B07SSCV7SS,Samsung,1,1,415,434.97
i0626,B07STDQDKF,Samsung,3.3,10,534.95,0
i0627,B07STFZQ9Y,Samsung,3.3,10,596.99,0
i0628,B07SVFGKCJ,Samsung,3.1,14,538.99,0
i0629,B07SVFJ3P5,Samsung,1.5,5,539.99,0
i0630,B07SVPKTYK,Apple,2.2,4,211.63,249.99
i0631,B07SWFLKYW,Nokia,3.6,8,139,0
i0632,B07T3KMJW8,,3.8,5,99.99,0
i0633,B07T6JXP9J,Motorola,4.5,2,189.95,0
i0634,B07T7MM64L,Xiaomi,4.5,94,298.98,0
i0635,B07T9G946J,Nokia,3.4,2,129.99,0
i0636,B07TB7DJ2J,Xiaomi,4.1,16,99.99,0
i0637,B07TD6F34D,Samsung,5,1,428.99,0
i0638,B07TDC7BKR,Samsung,4.1,89,190,0
i0639,B07TDMZ849,Samsung,1,1,94.9,0
i0640,B07TDNCVW2,Samsung,2.4,14,574.95,0
i0641,B07TKQ8QYW,Motorola,4,3,128.9,0
i0642,B07TVW6QY5,Samsung,5,1,569,0
i0643,B07TYW7CSS,Samsung,4.5,23,474.98,0
i0644,B07V3TL48P,OnePlus,4.4,94,332.95,0
i0645,B07V5KS95Y,Samsung,4.3,475,999.99,1
i0646,B07V5NSD8N,Samsung,4.7,17,499.99,0
i0647,B07VB9MMMW,Xiaomi,4.5,252,163,0
i0648,B07VD3JH2C,Xiaomi,4.5,252,174,0
i0649,B07VFPMT2Q,Samsung,3.9,17,195,0
i0650,B07VGTHTGN,Samsung,1,2,329.99,0
i0651,B07VGTS8MJ,Samsung,4.3,7,158.42,0
i0652,B07VHRFGV2,Nokia,3.4,29,27.72,0
i0653,B07VPMYXST,Xiaomi,4.6,92,183.95,0
i0654,B07VPXDV59,Samsung,4.5,78,369.5,0
i0655,B07VYP6VLS,HUAWEI,4.3,45,229,0
i0656,B07VZL1W7K,Samsung,4,288,274.99,349.99
i0657,B07VZL3L5V,Samsung,4.4,915,249.99,0
i0658,B07W14HFQP,Motorola,3.6,133,129,0
i0659,B07W166JW7,Samsung,4.7,4,286.87,0
i0660,B07W7VBHRC,Google,3.1,11,335.97,0
i0661,B07WCCNV2D,Xiaomi,3.6,5,179.87,189.87
i0662,B07WGR47L9,HUAWEI,4.5,20,104.97,0
i0663,B07WHKYDV3,Samsung,5,2,799.99,0
i0664,B07WJJFKYW,Motorola,3.8,21,249.99,349.99
i0665,B07WKSVF6X,Samsung,4.1,23,299.5,0
i0666,B07WNSK9C1,Motorola,3,2,239.99,259.9
i0667,B07WP6ZLL8,Samsung,3.6,7,848,0
i0668,B07WSJYDXX,Motorola,3.9,836,119.99,249.99
i0669,B07WSXH2W2,Motorola,4.4,45,89.99,0
i0670,B07WVRJQ7V,Samsung,4.4,23,529.99,0
i0671,B07WW25BSV,Xiaomi,4.6,92,188,0
i0672,B07WXKWDT2,Motorola,3.8,17,132.99,139.99
i0673,B07X5RRZFP,Xiaomi,4.4,49,374,0
i0674,B07X5SHN81,Xiaomi,4.5,76,389.97,0
i0675,B07X5VF1FM,Xiaomi,4.3,44,379,0
i0676,B07XF928ZP,Sony,4.1,17,798,0
i0677,B07XJ5RSX3,Motorola,5,1,99.99,0
i0678,B07XQJ33PL,Samsung,4.2,98,135.99,142.47
i0679,B07XVMYN2N,Motorola,4.4,5,134.98,0
i0680,B07XVNDQMR,OnePlus,4.4,31,339.95,0
i0681,B07XVS6NQH,Samsung,3.7,7,749.99,0
i0682,B07XVZXR5Y,Nokia,4,49,329,349
i0683,B07XW28MHX,Nokia,4.1,17,249,0
i0684,B07XWVPRWZ,Motorola,3.1,5,136.27,0
i0685,B07XZJG7V9,Samsung,5,1,599.95,0
i0686,B07XZMGC3J,Motorola,4.3,5,469.95,479.99
i0687,B07Y336C8S,Xiaomi,5,2,248,0
i0688,B07Y4YJ98Z,Xiaomi,4.7,40,288.97,0
i0689,B07Y8Q17N9,Xiaomi,4.4,4,249.45,0
i0690,B07Y8XK9GC,Xiaomi,4.5,148,216,0
i0691,B07Y8YWTFL,Xiaomi,4.5,148,214.75,349.99
i0692,B07YBHNTSK,Google,5,1,344.94,0
i0693,B07YBVZ2PW,ASUS,3.7,6,629,0
i0694,B07YF4PB4R,Xiaomi,4.1,6,289.47,0
i0695,B07YJHXZT6,Xiaomi,4.6,103,168.51,299.99
i0696,B07YMNLXL3,Google,4.2,241,668.8,799
i0697,B07YN4TPDW,Xiaomi,3.7,11,179,0
i0698,B07YQ58NPF,Xiaomi,4.6,127,235.78,399.99
i0699,B07YSSGS7C,Samsung,1,1,490.95,0
i0700,B07YVGVQKL,Samsung,3.3,7,285.99,0
i0701,B07YVH6QRT,Samsung,3.9,8,379.99,0
i0702,B07YZLRS3Z,Xiaomi,4.6,103,168,0
i0703,B07YZS1PBD,Motorola,4.3,3,159.99,0
i0704,B07YZS6QT3,Samsung,4.5,26,221,0
i0705,B07Z3XZDT5,Samsung,3.5,18,594,629
i0706,B07Z41LHPB,Samsung,2.8,11,659,0
i0707,B07Z8BL2VW,Xiaomi,4.4,9,112.98,0
i0708,B07ZDJ6V5S,OnePlus,1,1,499.95,0
i0709,B07ZDJCL76,Samsung,4.4,52,174.94,0
i0710,B07ZG6W4S2,Motorola,4.1,8,171.98,199.99
i0711,B07ZGHYFZ4,Xiaomi,5,3,486.57,514.82
i0712,B07ZHPCJW3,OnePlus,3.2,5,609,642.5
i0713,B07ZP9ZWFM,Google,5,2,352.8,0
i0714,B07ZPJBN55,Motorola,4.1,8,189.99,0
i0715,B07ZPKBL9V,Apple,5,1,659.99,0
i0716,B07ZPKZSSC,Apple,1,1,949,0
i0717,B07ZQSGP53,Xiaomi,4.6,3,150.96,0
i0718,B081H6STQQ,Sony,4.5,70,948,0
i0719,B081TJFVCJ,Apple,5,1,478.97,0
i0720,B0825BB7SG,Samsung,5,1,139,139.26
-116.83,32.81,18,402,1021,395,4.8125
-119.34,36.33,17,430,1218,468,4.1812
-123.22,39.16,29,1222,3595,1189,2.631
-121.92,37.72,22,716,2302,687,5.347
-116.57,33.76,25,547,581,343,3.1364
-118.17,34.18,44,246,607,271,2.8472
-117.2,32.8,36,1067,1620,842,2.3599
-117.58,34.09,27,200,746,185,1.9531
-118.24,33.96,34,432,1876,416,2.1078
-122.24,40.18,39,493,1307,499,1.6483
-119.69,36.82,15,512,1687,505,4.81
-121.69,36.62,19,323,681,270,6.0332
-119.28,36.35,7,701,2080,678,3.1111
-117.99,33.81,46,8,66,14,4.1667
-117.65,35,36,316,672,241,1.9107
-118.15,34.02,43,605,2386,597,2.8239
-122.43,37.73,52,347,935,341,4.6786
-117.04,32.73,36,400,1097,398,3.2717
-118.08,34.14,45,604,1903,560,3.1729
-121.07,39.2,45,62,133,51,1
-117.12,32.66,52,4,8,3,1.125
-118.13,34.13,39,397,1500,380,4.8304
-122.22,37.88,20,13,31,15,2.4444
-122.52,37.93,34,502,1219,507,5.0779
-122.09,37.63,36,274,992,249,5.3644
-117.97,33.82,26,985,2442,922,3.7655
-118.28,34.05,41,597,2260,614,1.3
-118.39,33.79,30,563,1582,551,10.898
-122.4,37.58,26,531,1145,480,6.358
-118.26,34.06,42,1282,3974,1189,1.5854
-122.16,37.48,36,479,1949,457,2.3769
-117.43,34.11,17,884,2544,780,2.7757
-118.28,33.93,42,460,1503,429,2.5179
-118.37,33.95,5,2062,3591,1566,3.111
-121.49,38.56,52,368,624,350,3.6729
-121.8,38.55,11,899,2258,901,4.7168
-122.19,39.92,20,658,1363,611,1.023
-118.01,33.84,29,691,1724,638,3.9628
-118.31,33.96,48,356,1020,338,4.0625
-121.06,39.22,52,422,837,391,2.325
-121.35,38.61,27,776,1549,761,2.7788
-118.31,33.99,48,433,1363,433,1.6559
-121.93,37.27,28,753,1753,729,4.1033
-117.31,33.17,7,312,809,282,5.552
-120.89,37.48,27,195,647,209,2.9135
-119.47,35.14,19,690,1973,702,3.9929
-118.41,34.18,35,384,882,406,4.375
-119.81,36.7,52,57,178,66,1.2404
-117.08,33.16,11,1030,2697,977,4.8554
-119.27,35.87,12,269,1134,286,1.63
-122.31,40.75,18,330,494,227,1.4911
-117.2,33.29,12,1182,2778,1020,4.0357
-118.43,34.26,43,172,935,174,2.9519
-121.52,39.51,30,610,1688,575,2.334
-118.77,34.27,7,794,1816,654,2.7137
-124.1,40.95,17,345,823,316,1.8993
-117.15,32.8,27,537,1211,482,2.75
-118.37,34.16,11,871,1659,789,3.1106
-122.5,37.74,44,615,1640,579,4.0625
-120.92,39.56,48,292,358,145,1.875
-122.47,38.51,25,195,413,184,3.4904
-117.89,33.61,41,361,540,284,6.0247
-121.35,38.4,11,459,1373,424,3.175
-117.92,34.12,32,576,2161,548,2.9459
-118.31,33.8,30,757,2048,704,3.125
-120.35,37.04,37,292,858,275,2.9306
-122,37.31,28,585,1795,581,7.8383
-118.01,33.95,37,210,627,221,4.6923
-118.07,34.09,40,370,1293,357,2.5474
-117.5,33.92,28,337,1061,348,4.55
-123.74,40.66,25,431,983,375,3.0469
-122.03,37.91,29,871,2310,890,5.0362
-118.91,34.22,15,757,2659,783,6.7559
-117.96,34.14,9,207,619,194,3.9464
-121.8,38.01,46,495,1088,447,2.2532
-122.29,37.53,35,511,1089,504,3.0278
-122.14,37.67,34,533,1366,500,4.2386
-117.85,33.79,52,403,898,365,3.6827
-122.1,37.65,31,327,796,319,4.4427
-122.12,37.91,34,755,1962,723,8.3678
-119.29,36.32,27,374,839,350,1.2012
-117.4,34.01,25,366,1311,331,2.7083
-117.06,32.77,32,827,3868,841,3.0755
-118.3,34.25,44,285,859,292,4.5833
-122.23,40.15,14,573,1637,551,1.787
-117.91,33.82,32,640,2330,626,2.9479
-122.53,37.97,44,953,1831,910,2.6036
-121.79,37,28,451,1154,386,4.8021
-118.46,33.99,44,287,531,256,4.0598
-118.03,33.97,32,552,1190,479,3.8275
-122.32,38,32,397,1233,418,4.0437
-118.28,34.17,22,651,1553,629,3.6354
-119.14,36.06,32,441,1628,425,1.6452
-117.13,34.07,34,541,1342,514,2.8031
-120.67,35.3,32,986,2309,956,2.2165
-118.06,34.12,34,558,1660,576,4.5667
-122.39,40.57,38,172,468,150,1.4091
-118.39,33.88,33,439,1098,416,5.9683
-118.16,34.02,47,298,1303,302,2.6964
-122.58,37.98,52,216,467,197,4.9615
-118.02,33.92,35,424,1312,396,3.7969
-119.7,34.4,25,493,865,460,3.0938
-122.68,38.43,29,63,161,62,6.0774
-121.35,38.59,29,193,460,206,5.3243
-121.98,37.27,25,564,1633,543,5.2528
-118.08,34.58,5,186,631,168,4.1719
-118.25,34.06,20,17,87,25,1.5491
-122.25,37.82,26,1196,1749,1217,3.0233
-119.05,34.35,39,300,1366,312,2.2443
-117.54,33.76,5,1035,3258,1001,4.7965
-118.21,33.88,31,417,1405,363,2.0125
-117.2,32.79,29,228,654,246,4.5987
-120.96,37.59,11,879,2410,850,2.3849
-118.24,34.01,48,99,485,110,2.375
-118.27,34,43,434,1213,390,1.3403
-122.25,37.89,41,195,356,181,6.1593
-117.3,34.09,40,244,745,243,2.1842
-120.91,37.74,19,327,855,296,3.25
-122.16,38.9,33,236,488,199,3.7574
-118.31,33.89,35,423,1192,417,4.1458
-118.18,34.02,43,219,965,217,2.625
-117.97,33.75,32,270,973,290,3.75
-117.95,35.08,1,15,32,15,4.875
-118.03,33.91,35,406,1741,398,4.2437
-118.38,33.97,43,458,1151,434,7.4897
-119.82,36.72,25,528,1642,509,1.6435
-122.06,37.68,30,1207,2667,1047,3.1796
-122.41,40.55,19,761,1952,738,3.0954
-117.88,33.72,36,352,1593,329,3.89
-120.8,38.31,37,256,533,242,3.2135
-118.1,34.17,48,229,421,202,3.2813
-118.09,34.12,38,285,779,286,5.6152
-118.31,34.06,47,1533,4225,1472,1.6725
-118.02,33.8,16,393,1379,429,8.4952
-121.94,37.28,18,1334,1968,1245,3.6294
-117.95,34.08,37,203,672,226,3.2969
-118.15,33.94,36,341,992,363,4.2594
-121.81,37.99,22,359,1086,340,5.1435
-121.81,38.58,17,314,808,286,5.9629
-121.28,38.77,6,550,1738,587,5.8718
-118.43,34.01,43,242,675,247,5.3403
-121.38,38.59,36,237,764,222,3.0156
-117.68,35.65,15,576,1245,513,3.3269
-117.69,33.58,8,351,1176,351,10.3953
-118.24,34,23,157,716,173,1.2056
-117.7,33.6,25,295,396,278,3.1131
-118.38,33.86,12,735,1798,683,6.4242
-117.05,32.61,31,715,2585,715,3.5096
-121.38,38.64,19,1069,2256,926,2.1472
-117.1,32.74,20,1046,3555,966,1.6747
-122.47,37.76,48,484,1055,467,2.8711
-117.84,33.76,16,51,93,50,5.375
-122.26,37.88,52,837,1798,769,1.725
-118.4,33.87,45,505,965,471,5.3816
-122.37,38.33,29,291,764,284,4.825
-117.98,34.01,27,418,1344,381,5.7057
-122.7,38.45,26,557,855,530,1.125
-118.41,33.97,44,503,3732,474,4.6176
-121.92,37.3,36,358,772,347,4.2762
-122.11,37.37,49,190,410,171,7.2045
-121.87,37.39,9,547,1591,481,4.9091
-120.18,39.14,25,386,248,116,3.0375
-117.06,32.76,36,577,1275,527,2.3015
-117.24,33.93,12,1447,4520,1333,3.2705
-118.25,33.98,47,162,754,144,2.2969
-117.8,33.68,14,516,1150,499,4.4391
-119.78,36.37,41,149,443,146,3.1406
-117.04,32.7,7,1703,7302,1694,4.419
-118.29,34,6,468,1509,403,1.4639
-118.36,34.06,52,455,921,395,2.9605
-122.42,37.62,39,214,682,246,6.3443
-118.42,34.25,37,341,1909,352,3.6791
-121.1,38.95,17,403,943,363,2.1287
-117.74,34.05,27,237,1024,221,2.1141
-122.39,37.74,52,24,37,27,10.2264
-118.37,34.08,52,695,1258,650,3.9783
-122.08,37.87,24,1359,1750,1286,2.9167
-118.44,34.2,28,435,1198,417,2.9219
-121.37,38.56,19,1167,3012,1112,2.9464
-122.1,37.93,20,1424,4083,1374,8.039
-117.22,32.95,4,3173,7301,2964,6.357
-122.13,37.46,31,573,1711,511,3.2642
-122.3,38.29,20,434,1113,398,2.4728
-123.41,40.61,17,205,301,126,1.7875
-120.77,37.01,28,378,1057,267,3.125
-118.8,34.41,45,406,1148,347,2.7
-119.27,34.27,52,343,836,335,3.5893
-122.47,37.74,52,668,1633,658,5.6787
-118.26,34.13,25,1111,2843,1005,2.6673
-119.77,36.76,40,519,2219,505,1.2101
-124.16,41.92,19,324,841,283,2.1336
-119.03,36.13,24,408,1169,395,1.7106
-122.18,37.79,41,233,626,214,7.0875
-123.85,39.39,23,912,2095,857,3.184
-122.7,38.33,16,242,696,236,3.6369
-118.1,33.85,36,159,416,157,4.6429
-117.99,34.08,35,207,954,191,2.8906
-121.93,37.73,8,231,404,224,3.375
-118.44,34.23,43,429,1418,442,4.5278
-118.32,34.26,24,1010,2310,957,4.4375
-118.15,34.11,39,582,1314,532,3.5875
-117.74,34.04,27,440,1987,449,3.0429
-121.35,38.28,17,557,1986,530,3.2234
-122.75,39.01,17,967,889,414,3.4187
-120.66,35.46,17,609,1860,612,4.5179
-122.62,38.92,13,115,249,109,1.8417
-117.22,34.26,16,1432,1749,540,4.9716
-117.92,33.75,8,598,1511,565,3.3629
-122.28,37.81,36,562,1236,509,2.4464
-118.12,33.81,37,331,860,340,4.2143
-119.19,36.06,29,376,1421,339,1.9091
-117.97,34.07,22,364,1325,335,2.7802
-118.09,34.03,27,597,2043,614,5.5
-121.93,37.28,10,832,1537,797,4.1674
-122.65,38.96,27,580,898,367,1.6769
-122.49,37.75,48,424,1041,408,3.7562
-122.31,37.56,45,301,829,318,4.9013
-121.27,38.14,33,894,2659,894,2.2883
-118.39,34.23,18,831,3001,795,3.0083
-118.39,34.07,33,1281,2243,1159,4.2386
-117.15,32.92,16,392,1482,407,4.9024
-122.09,37.38,34,342,849,357,6.2884
-117.06,32.61,23,362,1267,418,2.5625
-122.33,37.91,36,513,1437,440,1.125
-116.92,32.76,7,237,862,242,5.2741
-116,34.12,32,712,1358,544,2.125
-117.69,33.6,19,439,1584,470,6.4211
-117.23,33.91,9,2100,7596,2127,4.0473
-117.18,34.04,41,288,753,278,4.9125
-121.33,38.28,14,171,659,183,4.4306
-121.88,37.32,38,508,2113,530,2.6386
-122.52,37.97,33,194,265,169,2.75
-117.77,34.06,27,629,2379,591,1.9766
-121.01,37.72,23,264,677,245,2.5486
-117.33,33.87,14,335,1001,311,5.1045
-118.24,33.97,37,314,1403,279,2.5536
-117.8,33.89,25,381,1278,389,7.0217
-119.62,36.56,30,372,1467,403,1.8878
-122.16,37.69,36,219,625,228,3.7813
-117.97,33.8,35,474,1614,453,5.4631
-120.87,37.76,16,413,1126,408,2.5655
-120.46,37.31,26,572,1524,565,3.48
-118.23,34.14,39,89,182,91,2.3958
-121.07,38.66,22,274,813,269,4.6394
-120.09,36.95,16,511,1425,503,4.1544
-118.21,33.96,38,519,1871,504,2.4688
-122.63,38.23,37,348,875,381,4.0703
-119.4,36.25,25,279,909,291,2.3
-117.38,33.21,31,367,1514,342,2.6442
-117.25,32.8,37,260,490,267,3.2663
-122.23,40.57,18,243,750,252,5.1585
-121.23,38.79,45,176,463,190,2.2292
-121.55,40.48,14,524,805,329,2.7857
-117.89,33.92,34,312,1025,315,3.8333
-117.23,32.72,43,209,392,210,2.1635
-117.92,33.79,35,288,1033,297,4.5739
-117.58,34.11,14,2055,6443,2009,4.7547
-120.85,38.69,18,1097,2697,1096,3.4872
-121.53,38.48,5,5027,11935,4855,4.8811
-117.21,32.82,31,383,866,360,3.8529
-117.35,34.13,26,570,1862,552,3.7286
-118.17,33.79,30,519,2646,552,1.9318
-118.3,34.26,37,633,1619,573,3.5568
-118.02,33.83,16,328,665,290,3.2933
-116.99,33.01,11,185,529,166,7.7517
-122.56,38.01,21,400,840,398,4.6
-118.15,34.1,39,867,1847,830,3.4559
-117.93,33.73,27,834,3009,743,3.9816
-121.09,38.03,21,342,1021,359,4.517
-116.66,33.09,24,272,532,188,1.5909
-118.26,33.83,24,729,2064,629,3.5518
-117.94,33.93,14,232,1037,244,2.7125
-116.93,32.83,19,529,1463,509,3.944
-122.29,37.85,52,119,218,106,2.5682
-122.48,37.67,14,1059,2258,945,2.964
-119.33,36.31,15,228,892,257,5.3909
-118.41,34.21,35,292,897,267,5.592
-119.5,34.35,39,38,59,21,11.7794
-118.33,34.11,48,464,784,461,3.0642
-118.3,34.1,29,1367,3432,1174,1.7083
-119.75,34.4,31,299,826,301,6.8927
-120.94,39.32,14,595,1569,556,3.5385
-117.68,35.61,9,832,1929,742,3.5988
-122.27,38.12,45,1001,2109,874,2.6937
